sample type,analyte,sample.day,sample.month,sample.year,sample.date,stream,stream.location,original.concentration.ugL,,analysis.lab,convert.concentration.ugl
nutrients,SRP,4,2,2021,2021-02-04,ws55,flume,3.278,white,,
nutrients,SRP,6,10,2020,2020-10-06,towr,flume,3.278,,,
nutrients,SRP,20,10,2020,2020-10-20,ws55,flume,3.278,,,
nutrients,SRP,16,2,2021,2021-02-16,towr,flume,3.278,,,
nutrients,SRP,16,3,2021,2021-03-16,towr,flume,3.278,,,
nutrients,NH4,26,6,2019,2019-06-26,ws55,seep,3.29,,CAIS,3.29
nutrients,NO3,8,6,2021,2021-06-08,ws55,seep,3.29,,,
nutrients,NH4,5,6,2018,2018-06-05,ws55,flume,3.3,,ESL,3.3
nutrients,NH4,5,5,2019,2019-05-05,ws55,seep,3.31,,CAIS,3.31
nutrients,SRP,23,6,2020,2020-06-23,ws55,seep,3.315,,,
nutrients,NH4,19,9,2018,2018-09-19,ws55,flume,3.33,,CAIS,3.33
nutrients,SRP,7,11,2018,2018-11-07,ws55,seep,3.34,,CAIS,3.34
nutrients,NO3,12,2,2018,2018-02-12,towr,flume,3.35,,CAIS,3.35
nutrients,NH4,13,3,2018,2018-03-13,towr,flume,3.35,,CAIS,3.35
nutrients,SRP,7,11,2018,2018-11-07,towr,flume,3.35,,CAIS,3.35
nutrients,SRP,8,11,2019,2019-11-08,ws55,seep,3.352,,,
nutrients,SRP,4,2,2021,2021-02-04,ws55,seep,3.352,,,
nutrients,NO3,15,1,2018,2018-01-15,towr,flume,3.37,,CAIS,3.37
nutrients,NO3,1,2,2019,2019-02-01,towr,upstream,3.37,,CAIS,3.37
nutrients,NH4,7,11,2018,2018-11-07,ws55,flume,3.38,,CAIS,3.38
nutrients,SRP,23,6,2020,2020-06-23,towr,seep,3.389,,,
nutrients,NO3,5,9,2018,2018-09-05,ws55,seep,3.39,,CAIS,3.39
nutrients,SRP,5,9,2018,2018-09-05,towr,upstream,3.39,,CAIS,3.39
nutrients,SRP,3,10,2018,2018-10-03,ws55,flume,3.4,,CAIS,3.4
nutrients,SRP,9,12,2019,2019-12-09,ws55,flume,3.426,,,
nutrients,SRP,8,9,2020,2020-09-08,towr,seep,3.426,,,
nutrients,SRP,27,9,2019,2019-09-27,towr,upstream,3.426,,,
nutrients,NO3,12,2,2018,2018-02-12,ws55,flume,3.43,,CAIS,3.43
nutrients,SRP,9,8,2021,2021-08-09,ws55,seep,3.442,,,
nutrients,SRP,24,4,2019,2019-04-24,towr,upstream,3.46,,CAIS,3.46
nutrients,SRP,25,8,2020,2020-08-25,ws55,flume,3.463,,,
nutrients,SRP,9,12,2019,2019-12-09,towr,upstream,3.463,,,
nutrients,SRP,3,11,2020,2020-11-03,ws55,flume,3.5,,,
nutrients,NH4,25,10,2019,2019-10-25,towr,flume,3.51,,,
nutrients,NO3,22,10,2018,2018-10-22,towr,seep,3.52,,CAIS,3.52
nutrients,NO3,5,3,2019,2019-03-05,towr,flume,3.53,,CAIS,3.53
nutrients,SRP,18,12,2018,2018-12-18,towr,seep,3.53,,CAIS,3.53
nutrients,SRP,24,4,2020,2020-04-24,ws55,flume,3.537,,,
nutrients,SRP,25,8,2020,2020-08-25,towr,upstream,3.574,,,
nutrients,SRP,21,5,2021,2021-05-12,ws55,flume,3.587,blue,,
nutrients,NO3,19,2,2019,2019-02-19,towr,flume,3.59,,CAIS,3.59
nutrients,NO3,30,5,2018,2018-05-30,towr,flume,3.6,,ESL,3.6
nutrients,NO3,7,8,2018,2018-08-07,ws55,flume,3.6,,ESL,3.6
nutrients,TP,7,8,2018,2018-08-07,ws55,flume,3.6,,ESL,3.6
nutrients,NO3,1,12,2020,2020-12-01,ws55,seep,3.6,,,
nutrients,SRP,9,12,2019,2019-12-09,towr,flume,3.611,,,
nutrients,NO3,6,3,2020,2020-03-06,ws55,seep,3.62,,,
nutrients,NH4,9,6,2020,2020-06-09,ws55,flume,3.63,,,
nutrients,NH4,6,10,2020,2020-10-06,ws55,seep,3.63,,,
nutrients,SRP,7,11,2018,2018-11-07,ws55,flume,3.64,,CAIS,3.64
nutrients,NO3,2,1,2019,2019-01-02,towr,upstream,3.64,,CAIS,3.64
nutrients,SRP,9,12,2019,2019-12-09,ws55,seep,3.648,,,
nutrients,SRP,3,11,2020,2020-11-03,ws55,seep,3.648,,,
nutrients,SRP,7,8,2019,2019-08-07,ws55,seep,3.65,,CAIS,3.65
nutrients,NH4,18,12,2018,2018-12-18,towr,flume,3.66,,CAIS,3.66
nutrients,NH4,18,3,2019,2019-03-18,ws55,flume,3.68,,CAIS,3.68
nutrients,NO3,16,3,2021,2021-03-16,ws55,seep,3.68,,,
nutrients,NO3,3,2,2020,2020-02-03,towr,upstream,3.7,,,
nutrients,NH4,5,9,2018,2018-09-05,ws55,flume,3.72,,CAIS,3.72
nutrients,SRP,6,3,2020,2020-03-06,towr,seep,3.722,,,
nutrients,SRP,20,10,2020,2020-10-20,towr,upstream,3.722,,,
nutrients,NO3,11,10,2019,2019-10-11,towr,flume,3.73,,,
nutrients,NO3,7,4,2020,2020-04-07,towr,flume,3.73,,,
nutrients,NO3,18,12,2019,2019-12-18,towr,seep,3.73,,,
nutrients,SRP,21,2,2020,2020-02-21,ws55,flume,3.759,,,
nutrients,NO3,16,2,2021,2021-02-16,ws55,flume,3.76,white,,
nutrients,NO3,7,4,2020,2020-04-07,towr,seep,3.76,,,
nutrients,NH4,21,7,2020,2020-07-21,towr,upstream,3.76,,,
nutrients,NH4,1,4,2021,2021-04-01,ws55,seep,3.77,,,
nutrients,NO3,6,3,2020,2020-03-06,ws55,flume,3.78,,,
nutrients,NO3,7,8,2018,2018-08-07,ws55,seep,3.795536119,,ESL,3.8
nutrients,SRP,5,1,2021,2021-01-05,towr,flume,3.796,blue,,
nutrients,NH4,18,12,2017,2017-12-18,ws55,flume,3.83,,CAIS,3.83
nutrients,SRP,26,6,2019,2019-06-26,towr,seep,3.83,,CAIS,3.83
nutrients,SRP,20,10,2020,2020-10-20,towr,seep,3.833,,,
nutrients,NO3,4,3,2021,2021-03-04,towr,seep,3.84,white,,
nutrients,SRP,15,1,2019,2019-01-15,ws55,seep,3.84,,CAIS,3.84
nutrients,NH4,18,12,2018,2018-12-18,ws55,flume,3.85,,CAIS,3.85
nutrients,TP,22,5,2018,2018-05-22,towr,flume,3.866666667,,ESL,3.87
nutrients,SRP,8,9,2020,2020-09-08,towr,upstream,3.87,,,
nutrients,NH4,5,3,2019,2019-03-05,towr,flume,3.88,,CAIS,3.88
nutrients,NO3,3,10,2018,2018-10-03,towr,upstream,3.9,,CAIS,3.9
nutrients,SRP,21,2,2020,2020-02-21,ws55,seep,3.907,,,
nutrients,SRP,21,2,2020,2020-02-21,towr,upstream,3.907,,,
nutrients,NO3,9,8,2021,2021-08-09,towr,seep,3.91,,,
nutrients,SRP,18,12,2019,2019-12-18,towr,flume,3.944,,,
nutrients,SRP,23,6,2020,2020-06-23,towr,flume,3.944,,,
nutrients,SRP,20,11,2018,2018-11-20,towr,seep,3.96,,CAIS,3.96
nutrients,NO3,25,8,2020,2020-08-25,towr,upstream,3.97,,,
nutrients,NO3,3,12,2018,2018-12-03,ws55,seep,3.98,,CAIS,3.98
nutrients,SRP,21,2,2020,2020-02-21,towr,flume,3.981,,,
nutrients,SRP,20,11,2017,2017-11-20,towr,flume,4,,CAIS,4
nutrients,NH4,16,7,2018,2018-07-16,ws55,seep,4,,ESL,4
nutrients,NO3,4,2,2021,2021-02-04,towr,seep,4,,,
nutrients,NO3,5,3,2019,2019-03-05,towr,upstream,4.01,,CAIS,4.01
nutrients,SRP,19,9,2018,2018-09-19,towr,flume,4.02,,CAIS,4.02
nutrients,NO3,1,2,2019,2019-02-01,towr,seep,4.02,,CAIS,4.02
nutrients,SRP,18,12,2018,2018-12-18,towr,upstream,4.03,,CAIS,4.03
nutrients,NO3,18,12,2019,2019-12-18,towr,flume,4.05,,,
nutrients,SRP,18,12,2019,2019-12-18,towr,upstream,4.055,,,
nutrients,NO3,12,5,2021,2021-05-12,ws55,flume,4.06,white,,
nutrients,NH4,20,11,2017,2017-11-20,ws55,seep,4.07,,CAIS,4.07
nutrients,NO3,1,12,2020,2020-12-01,towr,flume,4.08,,,
nutrients,TP,2,1,2019,2019-01-02,ws55,seep,4.08,,CAIS,4.08
nutrients,SRP,17,5,2019,2019-05-17,ws55,upstream,4.09,,CAIS,4.09
nutrients,SRP,23,6,2020,2020-06-23,towr,upstream,4.092,,,
nutrients,SRP,22,5,2018,2018-05-22,towr,seep,4.1,,ESL,4.1
nutrients,NH4,28,6,2018,2018-06-28,towr,seep,4.1,,ESL,4.1
nutrients,SRP,18,12,2018,2018-12-18,ws55,seep,4.1,,CAIS,4.1
nutrients,NO3,22,11,2019,2019-11-22,ws55,seep,4.1,,,
nutrients,SRP,26,6,2019,2019-06-26,towr,flume,4.11,,CAIS,4.11
nutrients,NH4,17,5,2019,2019-05-17,ws55,seep,4.11,,CAIS,4.11
nutrients,NH4,3,12,2018,2018-12-03,towr,upstream,4.11,,CAIS,4.11
nutrients,SRP,20,10,2020,2020-10-20,ws55,seep,4.129,,,
nutrients,NO3,22,11,2019,2019-11-22,ws55,flume,4.13,,,
nutrients,NO3,17,11,2020,2020-11-17,towr,upstream,4.13,,,
nutrients,NO3,12,6,2019,2019-06-12,towr,seep,4.14,,CAIS,4.14
nutrients,NH4,26,6,2019,2019-06-26,ws55,flume,4.15,,CAIS,4.15
nutrients,SRP,15,1,2019,2019-01-15,ws55,flume,4.16,,CAIS,4.16
nutrients,NO3,17,5,2019,2019-05-17,towr,flume,4.16,,CAIS,4.16
nutrients,NO3,1,4,2021,2021-04-01,ws55,flume,4.17,blue,,
nutrients,NH4,9,6,2020,2020-06-09,ws55,seep,4.17,,,
nutrients,NH4,3,10,2018,2018-10-03,ws55,flume,4.19,,CAIS,4.19
nutrients,NO3,25,8,2020,2020-08-25,ws55,seep,4.21,,,
nutrients,SRP,19,2,2019,2019-02-19,towr,upstream,4.21,,CAIS,4.21
nutrients,NO3,1,2,2019,2019-02-01,towr,flume,4.24,,CAIS,4.24
nutrients,NO3,24,7,2019,2019-07-24,towr,seep,4.24,,CAIS,4.24
nutrients,SRP,25,8,2020,2020-08-25,towr,seep,4.24,,,
nutrients,SRP,5,6,2018,2018-06-05,towr,upstream,4.3,,ESL,4.3
nutrients,NO3,19,2,2019,2019-02-19,towr,seep,4.32,,CAIS,4.32
nutrients,NO3,23,6,2020,2020-06-23,ws55,seep,4.32,,,
nutrients,NH4,15,12,2020,2020-12-15,towr,seep,4.34,,,
nutrients,NO3,7,4,2020,2020-04-07,ws55,flume,4.35,,,
nutrients,SRP,21,7,2020,2020-07-21,ws55,seep,4.351,,,
nutrients,NO3,6,10,2020,2020-10-06,towr,flume,4.38,,,
nutrients,SRP,20,11,2018,2018-11-20,towr,upstream,4.38,,CAIS,4.38
nutrients,NH4,24,7,2019,2019-07-24,towr,upstream,4.38,,CAIS,4.38
nutrients,SRP,27,9,2019,2019-09-27,ws55,seep,4.388,,,
nutrients,SRP,21,7,2020,2020-07-21,towr,seep,4.388,,,
nutrients,SRP,21,7,2020,2020-07-21,towr,upstream,4.388,,,
nutrients,NO3,19,9,2018,2018-09-19,towr,seep,4.39,,CAIS,4.39
nutrients,NH4,1,2,2019,2019-02-01,ws55,seep,4.39,,CAIS,4.39
nutrients,SRP,16,2,2021,2021-02-16,towr,upstream,4.425,white,,
nutrients,NO3,3,10,2018,2018-10-03,towr,flume,4.47,,CAIS,4.47
nutrients,NH4,5,5,2019,2019-05-05,towr,flume,4.49,,CAIS,4.49
nutrients,NH4,24,7,2019,2019-07-24,towr,seep,4.49,,CAIS,4.49
nutrients,NO3,3,7,2018,2018-07-03,towr,flume,4.5,,ESL,4.5
nutrients,NO3,18,12,2019,2019-12-18,ws55,flume,4.5,,,
nutrients,NO3,7,8,2018,2018-08-07,ws55,seep,4.5,,ESL,4.5
nutrients,TP,9,8,2021,2021-08-09,ws55,seep,4.5,,,
nutrients,NH4,8,5,2018,2018-05-08,towr,upstream,4.5,,ESL,4.5
nutrients,NO3,21,2,2020,2020-02-21,ws55,seep,4.55,,,
nutrients,NH4,12,6,2019,2019-06-12,towr,upstream,4.55,,CAIS,4.55
nutrients,SRP,23,8,2019,2019-08-23,towr,upstream,4.55,,CAIS,4.55
nutrients,NH4,2,1,2019,2019-01-02,towr,seep,4.59,,CAIS,4.59
nutrients,NO3,6,3,2020,2020-03-06,towr,seep,4.59,,,
nutrients,NO3,19,6,2018,2018-06-19,towr,flume,4.6,,ESL,4.6
nutrients,NH4,19,6,2018,2018-06-19,towr,seep,4.6,,ESL,4.6
nutrients,NO3,22,8,2018,2018-08-22,ws55,seep,4.6,,ESL,4.6
nutrients,NO3,28,6,2018,2018-06-28,towr,upstream,4.6,,ESL,4.6
nutrients,NO3,22,8,2018,2018-08-22,towr,upstream,4.6,,ESL,4.6
nutrients,SRP,16,3,2021,2021-03-16,ws55,flume,4.61,,,
nutrients,SRP,20,3,2020,2020-03-20,towr,upstream,4.61,,,
nutrients,SRP,16,2,2021,2021-02-16,ws55,seep,4.647,blue,,
nutrients,SRP,21,2,2020,2020-02-21,towr,seep,4.684,,,
nutrients,NO3,22,8,2018,2018-08-22,ws55,flume,4.7,,ESL,4.7
nutrients,NO3,3,7,2018,2018-07-03,ws55,seep,4.7,,ESL,4.7
nutrients,SRP,19,2,2019,2019-02-19,towr,seep,4.7,,CAIS,4.7
nutrients,SRP,16,3,2021,2021-03-16,towr,upstream,4.721,blue,,
nutrients,SRP,21,7,2020,2020-07-21,towr,flume,4.758,,,
nutrients,NH4,1,2,2019,2019-02-01,towr,flume,4.76,,CAIS,4.76
nutrients,SRP,16,2,2021,2021-02-16,ws55,flume,4.795,blue,,
nutrients,SRP,5,1,2021,2021-01-05,ws55,seep,4.795,,,
nutrients,SRP,20,11,2017,2017-11-20,ws55,flume,4.8,,CAIS,4.8
nutrients,NH4,18,3,2019,2019-03-18,ws55,seep,4.81,,CAIS,4.81
nutrients,TP,11,7,2019,2019-07-11,towr,seep,4.82,,CAIS,4.82
nutrients,SRP,22,11,2019,2019-11-22,towr,upstream,4.832,,,
nutrients,NH4,29,5,2019,2019-05-29,towr,flume,4.85,,CAIS,4.85
nutrients,SRP,3,10,2018,2018-10-03,towr,seep,4.85,,CAIS,4.85
nutrients,NO3,24,4,2020,2020-04-24,towr,seep,4.85,,,
nutrients,NO3,6,1,2020,2020-01-06,ws55,flume,4.86,,,
nutrients,NH4,5,1,2021,2021-01-05,towr,flume,4.87,blue,,
nutrients,NO3,28,6,2018,2018-06-28,ws55,flume,4.9,,ESL,4.9
nutrients,NH4,22,9,2020,2020-09-22,ws55,seep,4.92,,,
nutrients,NH4,16,2,2021,2021-02-16,towr,upstream,4.92,white,,
nutrients,NO3,1,4,2021,2021-04-01,ws55,seep,4.93,,,
nutrients,SRP,20,3,2020,2020-03-20,ws55,flume,4.943,,,
nutrients,NH4,3,11,2020,2020-11-03,towr,flume,4.96,,,
nutrients,NH4,3,11,2020,2020-11-03,ws55,seep,4.96,,,
nutrients,TP,11,7,2019,2019-07-11,ws55,seep,4.98,,CAIS,4.98
nutrients,SRP,25,8,2020,2020-08-25,ws55,seep,4.98,,,
nutrients,NO3,7,8,2018,2018-08-07,towr,seep,5,,ESL,5
nutrients,TP,7,8,2019,2019-08-07,towr,seep,5,,CAIS,5
nutrients,NH4,1,12,2020,2020-12-01,towr,seep,5,,,
nutrients,NO3,6,10,2020,2020-10-06,ws55,flume,5.02,,,
nutrients,NO3,7,4,2020,2020-04-07,towr,upstream,5.1,,,
nutrients,NO3,6,9,2019,2019-09-06,towr,upstream,5.11,,CAIS,5.11
nutrients,SRP,22,11,2019,2019-11-22,towr,flume,5.128,,,
nutrients,SRP,19,9,2018,2018-09-19,ws55,flume,5.13,,CAIS,5.13
nutrients,TP,12,6,2019,2019-06-12,towr,seep,5.14,,CAIS,5.14
nutrients,SRP,21,7,2020,2020-07-21,ws55,flume,5.165,,,
nutrients,NO3,19,6,2018,2018-06-19,ws55,flume,5.2,,ESL,5.2
nutrients,NO3,28,6,2018,2018-06-28,towr,flume,5.2,,ESL,5.2
nutrients,NO3,7,8,2018,2018-08-07,towr,flume,5.2,,ESL,5.2
nutrients,NO3,24,4,2019,2019-04-24,towr,upstream,5.24,,CAIS,5.24
nutrients,NO3,15,1,2018,2018-01-15,ws55,flume,5.25,,CAIS,5.25
nutrients,NO3,15,4,2021,2021-04-15,ws55,flume,5.26,blue,,
nutrients,NO3,22,9,2020,2020-09-22,towr,seep,5.26,,,
nutrients,SRP,18,12,2017,2017-12-18,towr,flume,5.3,,CAIS,5.3
nutrients,SRP,22,11,2019,2019-11-22,ws55,seep,5.313,,,
nutrients,SRP,21,1,2021,2021-01-21,ws55,flume,5.35,,,
nutrients,NO3,5,9,2018,2018-09-05,towr,seep,5.39,,CAIS,5.39
nutrients,NO3,22,5,2018,2018-05-22,ws55,flume,5.4,,ESL,5.4
nutrients,NO3,22,8,2018,2018-08-22,towr,flume,5.4,,ESL,5.4
nutrients,NO3,19,6,2018,2018-06-19,towr,seep,5.4,,ESL,5.4
nutrients,SRP,31,5,2021,2021-05-31,towr,upstream,5.404,,,
nutrients,SRP,15,1,2019,2019-01-15,towr,upstream,5.43,,CAIS,5.43
nutrients,NH4,20,11,2017,2017-11-20,towr,flume,5.44,,CAIS,5.44
nutrients,NH4,12,5,2020,2020-05-12,towr,flume,5.45,,,
nutrients,SRP,12,2,2018,2018-02-12,towr,flume,5.49,,CAIS,5.49
nutrients,SRP,22,5,2018,2018-05-22,ws55,seep,5.5,,ESL,5.5
nutrients,NH4,12,6,2019,2019-06-12,ws55,seep,5.54,,CAIS,5.54
nutrients,NH4,12,5,2020,2020-05-12,towr,seep,5.54,,,
nutrients,SRP,20,3,2020,2020-03-20,towr,flume,5.572,,,
nutrients,SRP,29,1,2018,2018-01-29,ws55,flume,5.6,,CAIS,5.6
nutrients,NO3,3,11,2020,2020-11-03,towr,upstream,5.61,,,
nutrients,NH4,21,1,2021,2021-01-21,towr,flume,5.62,blue,,
nutrients,TP,3,12,2018,2018-12-03,ws55,seep,5.62,,CAIS,5.62
nutrients,NO3,17,5,2019,2019-05-17,ws55,seep,5.62,,CAIS,5.62
nutrients,NO3,12,6,2019,2019-06-12,ws55,flume,5.64,,CAIS,5.64
nutrients,NO3,15,1,2018,2018-01-15,towr,seep,5.64,,CAIS,5.64
nutrients,NH4,22,11,2019,2019-11-22,ws55,seep,5.66,,,
nutrients,SRP,29,1,2018,2018-01-29,ws55,seep,5.7,,CAIS,5.7
nutrients,NO3,25,4,2018,2018-04-25,ws55,flume,5.73,,CAIS,5.73
nutrients,TP,7,4,2020,2020-04-07,ws55,seep,5.76,,,
nutrients,NH4,27,9,2019,2019-09-27,towr,seep,5.79,,,
nutrients,NH4,19,6,2018,2018-06-19,towr,flume,5.8,,ESL,5.8
nutrients,NO3,3,7,2018,2018-07-03,ws55,flume,5.8,,ESL,5.8
nutrients,NH4,17,11,2020,2020-11-17,towr,seep,5.83,,,
nutrients,NO3,25,10,2019,2019-10-25,towr,flume,5.85,,,
nutrients,NO3,21,2,2020,2020-02-21,ws55,flume,5.85,,,
nutrients,NH4,10,4,2019,2019-04-10,ws55,flume,5.86,,CAIS,5.86
nutrients,NH4,20,10,2020,2020-10-20,ws55,flume,5.87,,,
nutrients,NO3,22,5,2018,2018-05-22,ws55,seep,5.9,,ESL,5.9
nutrients,NO3,19,6,2018,2018-06-19,towr,upstream,5.9,,ESL,5.9
nutrients,NO3,6,3,2020,2020-03-06,towr,upstream,5.91,,,
nutrients,TP,12,6,2019,2019-06-12,towr,flume,5.94,,CAIS,5.94
nutrients,NH4,29,5,2019,2019-05-29,towr,upstream,5.94,,CAIS,5.94
nutrients,NO3,25,8,2020,2020-08-25,ws55,flume,5.96,,,
nutrients,NO3,26,5,2020,2020-05-26,ws55,seep,5.96,,,
nutrients,TP,6,9,2019,2019-09-06,ws55,flume,5.97,,CAIS,5.97
nutrients,NO3,21,7,2020,2020-07-21,towr,seep,5.99,,,
nutrients,NO3,22,5,2018,2018-05-22,towr,flume,6,,ESL,6
nutrients,NH4,10,4,2019,2019-04-10,towr,flume,6.01,,CAIS,6.01
nutrients,SRP,21,1,2021,2021-01-21,towr,flume,6.017,blue,,
nutrients,TP,12,5,2021,2021-05-12,ws55,flume,6.03,white,,
nutrients,NO3,29,1,2018,2018-01-29,towr,flume,6.03,,CAIS,6.03
nutrients,NH4,18,12,2018,2018-12-18,towr,seep,6.03,,CAIS,6.03
nutrients,NO3,9,6,2020,2020-06-09,ws55,flume,6.04,,,
nutrients,TP,7,7,2020,2020-07-07,ws55,seep,6.05,,,
nutrients,NO3,13,3,2018,2018-03-13,towr,flume,6.06,,CAIS,6.06
nutrients,TP,2,1,2019,2019-01-02,ws55,flume,6.07,,CAIS,6.07
nutrients,NH4,16,7,2018,2018-07-16,towr,upstream,6.1,,ESL,6.1
nutrients,NO3,12,5,2020,2020-05-12,towr,upstream,6.1,,,
nutrients,NO3,31,5,2021,2021-05-31,towr,seep,6.13,,,
nutrients,NO3,23,6,2020,2020-06-23,towr,seep,6.15,,,
nutrients,NH4,21,1,2021,2021-01-21,ws55,flume,6.16,,,
nutrients,NH4,8,9,2020,2020-09-08,towr,upstream,6.2,,,
nutrients,SRP,16,2,2021,2021-02-16,towr,flume,6.239,,,
nutrients,NH4,23,8,2019,2019-08-23,ws55,flume,6.24,,CAIS,6.24
nutrients,NH4,25,8,2020,2020-08-25,towr,seep,6.24,,,
nutrients,NO3,2,1,2019,2019-01-02,towr,flume,6.26,,CAIS,6.26
nutrients,TP,12,5,2021,2021-05-12,ws55,flume,6.27,blue,,
nutrients,NH4,7,8,2019,2019-08-07,towr,flume,6.28,,CAIS,6.28
nutrients,NH4,24,4,2019,2019-04-24,ws55,seep,6.3,,CAIS,6.3
nutrients,NO3,3,7,2018,2018-07-03,towr,upstream,6.3,,ESL,6.3
nutrients,NO3,12,5,2021,2021-05-12,towr,seep,6.31,,,
nutrients,NH4,12,6,2019,2019-06-12,towr,seep,6.34,,CAIS,6.34
nutrients,NH4,2,7,2021,2021-07-02,towr,upstream,6.35,,,
nutrients,NO3,20,10,2020,2020-10-20,ws55,flume,6.36,,,
nutrients,NH4,18,3,2019,2019-03-18,towr,seep,6.37,,CAIS,6.37
nutrients,TP,11,7,2019,2019-07-11,towr,flume,6.38,,CAIS,6.38
nutrients,NO3,22,5,2018,2018-05-22,towr,upstream,6.4,,ESL,6.4
nutrients,NH4,29,5,2019,2019-05-29,towr,seep,6.43,,CAIS,6.43
nutrients,NO3,8,5,2018,2018-05-08,ws55,flume,6.456536986,,ESL,6.46
nutrients,NH4,5,3,2019,2019-03-05,ws55,flume,6.46,,CAIS,6.46
nutrients,NO3,1,12,2020,2020-12-01,towr,upstream,6.47,,,
nutrients,NH4,4,3,2021,2021-03-04,towr,flume,6.49,blue,,
nutrients,NH4,12,6,2019,2019-06-12,towr,flume,6.49,,CAIS,6.49
nutrients,NO3,22,5,2018,2018-05-22,towr,seep,6.5,,ESL,6.5
nutrients,NO3,26,3,2018,2018-03-26,ws55,flume,6.51,,CAIS,6.51
nutrients,NH4,18,3,2019,2019-03-18,towr,upstream,6.51,,CAIS,6.51
nutrients,TP,7,4,2020,2020-04-07,towr,seep,6.52,,,
nutrients,NH4,26,2,2018,2018-02-26,towr,flume,6.53,,CAIS,6.53
nutrients,NO3,6,3,2020,2020-03-06,towr,flume,6.53,,,
nutrients,NO3,12,5,2020,2020-05-12,ws55,flume,6.55,,,
nutrients,NH4,22,9,2020,2020-09-22,towr,flume,6.55,,,
nutrients,NO3,7,7,2020,2020-07-07,towr,seep,6.55,,,
nutrients,NH4,26,2,2018,2018-02-26,ws55,flume,6.57,,CAIS,6.57
nutrients,NH4,2,1,2019,2019-01-02,towr,upstream,6.57,,CAIS,6.57
nutrients,NO3,7,8,2018,2018-08-07,towr,seep,6.580304468,,ESL,6.58
nutrients,SRP,18,12,2017,2017-12-18,ws55,seep,6.6,,CAIS,6.6
nutrients,NH4,5,3,2019,2019-03-05,towr,seep,6.63,,CAIS,6.63
nutrients,NH4,8,5,2018,2018-05-08,ws55,flume,6.7,,ESL,6.7
nutrients,SRP,22,5,2018,2018-05-22,ws55,flume,6.7,,ESL,6.7
nutrients,TP,12,6,2019,2019-06-12,towr,upstream,6.7,,CAIS,6.7
nutrients,NO3,21,2,2020,2020-02-21,towr,flume,6.73,,,
nutrients,NO3,18,3,2019,2019-03-18,towr,flume,6.75,,CAIS,6.75
nutrients,TP,5,3,2019,2019-03-05,towr,upstream,6.77,,CAIS,6.77
nutrients,NO3,16,2,2021,2021-02-16,towr,seep,6.78,white,,
nutrients,NO3,6,9,2019,2019-09-06,ws55,flume,6.79,,CAIS,6.79
nutrients,NO3,5,6,2018,2018-06-05,towr,upstream,6.807211519,,ESL,6.81
nutrients,NH4,9,8,2021,2021-08-09,ws55,seep,6.82,,,
nutrients,NH4,8,6,2021,2021-06-08,towr,upstream,6.82,,,
nutrients,NO3,20,11,2017,2017-11-20,towr,seep,6.85,,CAIS,6.85
nutrients,NH4,3,11,2020,2020-11-03,ws55,flume,6.86,,,
nutrients,NO3,21,2,2020,2020-02-21,towr,upstream,6.89,,,
nutrients,NH4,6,1,2020,2020-01-06,towr,flume,6.9,,,
nutrients,NH4,1,12,2020,2020-12-01,towr,flume,6.9,,,
nutrients,NO3,26,2,2018,2018-02-26,ws55,flume,6.93,,CAIS,6.93
nutrients,NH4,9,12,2019,2019-12-09,ws55,flume,6.95,,,
nutrients,TP,5,5,2019,2019-05-05,ws55,seep,6.95,,CAIS,6.95
nutrients,NH4,5,5,2019,2019-05-05,ws55,flume,6.96,,CAIS,6.96
nutrients,TP,13,7,2021,2021-07-13,towr,seep,6.96,,,
nutrients,NO3,26,2,2018,2018-02-26,towr,flume,6.99,,CAIS,6.99
nutrients,SRP,22,5,2018,2018-05-22,towr,flume,7,,ESL,7
nutrients,NH4,22,5,2018,2018-05-22,towr,seep,7,,ESL,7
nutrients,TP,6,1,2020,2020-01-06,ws55,seep,7.02,,,
nutrients,NH4,20,11,2017,2017-11-20,ws55,flume,7.03,,CAIS,7.03
nutrients,TP,8,6,2021,2021-06-08,towr,seep,7.03,,,
nutrients,NO3,16,7,2018,2018-07-16,ws55,flume,7.054746483,,ESL,7.05
nutrients,NH4,26,6,2019,2019-06-26,towr,seep,7.08,,CAIS,7.08
nutrients,TP,12,6,2019,2019-06-12,ws55,flume,7.09,,CAIS,7.09
nutrients,TP,3,12,2018,2018-12-03,towr,flume,7.1,,CAIS,7.1
nutrients,NH4,3,11,2020,2020-11-03,towr,seep,7.11,,,
nutrients,NO3,22,10,2018,2018-10-22,ws55,flume,7.13,,CAIS,7.13
nutrients,NO3,31,5,2021,2021-05-31,ws55,flume,7.14,white,,
nutrients,NH4,5,3,2019,2019-03-05,ws55,seep,7.16,,CAIS,7.16
nutrients,NH4,24,7,2019,2019-07-24,ws55,seep,7.19,,CAIS,7.19
nutrients,NO3,25,10,2019,2019-10-25,towr,seep,7.23,,,
nutrients,TP,9,6,2020,2020-06-09,ws55,flume,7.28,,,
nutrients,TP,7,4,2020,2020-04-07,towr,flume,7.32,,,
nutrients,NH4,4,2,2021,2021-02-04,towr,seep,7.32,,,
nutrients,NH4,30,5,2018,2018-05-30,ws55,flume,7.4,,ESL,7.4
nutrients,NH4,22,8,2018,2018-08-22,ws55,flume,7.4,,ESL,7.4
nutrients,NH4,22,5,2018,2018-05-22,ws55,seep,7.4,,ESL,7.4
nutrients,NH4,27,7,2021,2021-07-27,ws55,flume,7.43,,,
